time,task,fatigue,skill_level,semaphore_state,sampling_rate,robot_active,collision,episode
30,Material Delivery,50.4706826074372,3,RED,0.1,True,False,186
45,Packaging Preparation,66.85275259219142,4,RED,0.1,True,False,186
0,Rest Period,28.361869803085092,2,GREEN,5.0,False,False,187
15,HMI Supervision,38.170239221245346,2,ORANGE,2.0,False,False,187
30,Material Delivery,52.17347740177539,3,RED,0.1,True,False,187
45,Packaging Preparation,66.70078843301405,4,RED,0.1,True,False,187
0,Rest Period,27.737310565031088,2,GREEN,5.0,False,False,188
15,HMI Supervision,37.94845702717802,2,ORANGE,2.0,False,False,188
30,Material Delivery,52.19951223607173,3,RED,0.1,True,False,188
45,Packaging Preparation,69.25419645735039,4,RED,0.1,True,False,188
0,Rest Period,29.23891684644238,2,GREEN,5.0,False,False,189
15,HMI Supervision,38.67743059766631,2,ORANGE,2.0,False,False,189
30,Material Delivery,53.03888505015765,3,RED,0.1,True,False,189
45,Packaging Preparation,68.26546322216757,4,RED,0.1,True,False,189
0,Rest Period,26.902297888655752,2,GREEN,5.0,False,False,190
15,HMI Supervision,36.65405949000742,2,ORANGE,2.0,False,False,190
30,Material Delivery,50.564641698137265,3,RED,0.1,True,False,190
45,Packaging Preparation,65.92408371343504,4,RED,0.1,True,False,190
0,Rest Period,28.840897593343254,2,GREEN,5.0,False,False,191
15,HMI Supervision,38.51162606864682,2,ORANGE,2.0,False,False,191
30,Material Delivery,53.06468644972953,3,RED,0.1,True,False,191
45,Packaging Preparation,68.8371790656259,4,RED,0.1,True,False,191
0,Rest Period,27.217799802285516,2,GREEN,5.0,False,False,192
15,HMI Supervision,36.627490881153726,2,ORANGE,2.0,False,False,192
30,Material Delivery,51.160729951359315,3,RED,0.1,True,False,192
45,Packaging Preparation,67.4268021763681,4,RED,0.1,True,False,192
0,Rest Period,29.25823914437008,2,GREEN,5.0,False,False,193
15,HMI Supervision,39.923284169418146,2,ORANGE,2.0,False,False,193
30,Material Delivery,52.59940513608309,3,RED,0.1,True,False,193
45,Packaging Preparation,70.09840986456646,4,RED,0.1,True,False,193
0,Rest Period,28.88308292310392,2,GREEN,5.0,False,False,194
15,HMI Supervision,38.386523264721276,2,ORANGE,2.0,False,False,194
30,Material Delivery,52.646160223615546,3,RED,0.1,True,False,194
45,Packaging Preparation,69.78711500581772,4,RED,0.1,True,False,194
0,Rest Period,27.667429799980095,2,GREEN,5.0,False,False,195
15,HMI Supervision,38.28128608562026,2,ORANGE,2.0,False,False,195
30,Material Delivery,53.13138003427342,3,RED,0.1,True,False,195
45,Packaging Preparation,69.71921521099904,4,RED,0.1,True,False,195
0,Rest Period,28.373272837405857,2,GREEN,5.0,False,False,196
15,HMI Supervision,38.59735584838856,2,ORANGE,2.0,False,False,196
30,Material Delivery,53.208233596782826,3,RED,0.1,True,False,196
45,Packaging Preparation,68.34896835507422,4,RED,0.1,True,False,196
0,Rest Period,26.80669670958094,2,GREEN,5.0,False,False,197
15,HMI Supervision,37.07195572211939,2,ORANGE,2.0,False,False,197
30,Material Delivery,50.27408812028296,3,RED,0.1,True,False,197
45,Packaging Preparation,66.62735715623057,4,RED,0.1,True,False,197
0,Rest Period,29.32312020776086,2,GREEN,5.0,False,False,198
15,HMI Supervision,39.76536076139652,2,ORANGE,2.0,False,False,198
30,Material Delivery,53.51503768703899,3,RED,0.1,True,False,198
45,Packaging Preparation,70.18275773279022,4,RED,0.1,True,False,198
0,Rest Period,27.080109095475265,2,GREEN,5.0,False,False,199
15,HMI Supervision,37.581030117904035,2,ORANGE,2.0,False,False,199
30,Material Delivery,50.9009383776059,3,RED,0.1,True,False,199
45,Packaging Preparation,65.62090135881044,4,RED,0.1,True,False,199
0,Rest Period,27.24577371751592,2,GREEN,5.0,False,False,200
15,HMI Supervision,36.74635308599217,2,ORANGE,2.0,False,False,200
30,Material Delivery,49.49504560725377,3,RED,0.1,True,False,200
45,Packaging Preparation,64.15708193638478,4,RED,0.1,True,False,200
0,Rest Period,27.35498853378623,2,GREEN,5.0,False,False,201
15,HMI Supervision,38.168947499784764,2,ORANGE,2.0,False,False,201
30,Material Delivery,52.21089972426299,3,RED,0.1,True,False,201
45,Packaging Preparation,67.7248358651798,4,RED,0.1,True,False,201
0,Rest Period,29.33970373278725,2,GREEN,5.0,False,False,202
15,HMI Supervision,39.505848401701,2,ORANGE,2.0,False,False,202
30,Material Delivery,53.35877205997258,3,RED,0.1,True,False,202
45,Packaging Preparation,69.60874483894068,4,RED,0.1,True,False,202
0,Rest Period,27.202540679553493,2,GREEN,5.0,False,False,203
15,HMI Supervision,36.651417393758194,2,ORANGE,2.0,False,False,203
30,Material Delivery,49.47614468827254,3,RED,0.1,True,False,203
45,Packaging Preparation,66.34842897402628,4,RED,0.1,True,False,203
0,Rest Period,28.480419600911638,2,GREEN,5.0,False,False,204
15,HMI Supervision,39.38904701806534,2,ORANGE,2.0,False,False,204
30,Material Delivery,53.05813842317331,3,RED,0.1,True,False,204
45,Packaging Preparation,70.68901046510169,4,RED,0.1,True,False,204
0,Rest Period,28.15428811003226,2,GREEN,5.0,False,False,205
15,HMI Supervision,38.24641364434907,2,ORANGE,2.0,False,False,205
30,Material Delivery,51.05007080995276,3,RED,0.1,True,False,205
45,Packaging Preparation,65.90503109242186,4,RED,0.1,True,False,205
0,Rest Period,28.78609330881971,2,GREEN,5.0,False,False,206
15,HMI Supervision,37.90377567367448,2,ORANGE,2.0,False,False,206
30,Material Delivery,51.192859743725734,3,RED,0.1,True,False,206
45,Packaging Preparation,65.91919296083766,4,RED,0.1,True,False,206
0,Rest Period,28.1904238482593,2,GREEN,5.0,False,False,207
15,HMI Supervision,38.03335669757861,2,ORANGE,2.0,False,False,207
30,Material Delivery,52.26401488765474,3,RED,0.1,True,False,207
45,Packaging Preparation,69.66026312167301,4,RED,0.1,True,False,207
0,Rest Period,29.33453241868885,2,GREEN,5.0,False,False,208
15,HMI Supervision,38.7986385525471,2,ORANGE,2.0,False,False,208
30,Material Delivery,51.67830080264758,3,RED,0.1,True,False,208
45,Packaging Preparation,67.3451015747074,4,RED,0.1,True,False,208
0,Rest Period,29.010627961180447,2,GREEN,5.0,False,False,209
15,HMI Supervision,39.643589138157644,2,ORANGE,2.0,False,False,209
30,Material Delivery,52.42435393787064,3,RED,0.1,True,False,209
45,Packaging Preparation,67.42636763097734,4,RED,0.1,True,False,209
0,Rest Period,27.64832028626362,2,GREEN,5.0,False,False,210
15,HMI Supervision,37.98167416172774,2,ORANGE,2.0,False,False,210
30,Material Delivery,50.9064179986775,3,RED,0.1,True,False,210
45,Packaging Preparation,68.31346858022549,4,RED,0.1,True,False,210
0,Rest Period,28.32732016753005,2,GREEN,5.0,False,False,211
15,HMI Supervision,37.72374580832348,2,ORANGE,2.0,False,False,211
30,Material Delivery,51.39101565580823,3,RED,0.1,True,False,211
45,Packaging Preparation,67.01580115136404,4,RED,0.1,True,False,211
0,Rest Period,26.81236907713816,2,GREEN,5.0,False,False,212
15,HMI Supervision,37.7932304514324,2,ORANGE,2.0,False,False,212
30,Material Delivery,53.04287428104988,3,RED,0.1,True,False,212
45,Packaging Preparation,68.48880406825357,4,RED,0.1,True,False,212
0,Rest Period,27.892125507331897,2,GREEN,5.0,False,False,213
15,HMI Supervision,38.22518639985921,2,ORANGE,2.0,False,False,213
30,Material Delivery,52.508836794024155,3,RED,0.1,True,False,213
45,Packaging Preparation,67.44183657256711,4,RED,0.1,True,False,213
0,Rest Period,28.78278773963863,2,GREEN,5.0,False,False,214
15,HMI Supervision,37.94469696860463,2,ORANGE,2.0,False,False,214
30,Material Delivery,50.6609047337845,3,RED,0.1,True,False,214
45,Packaging Preparation,68.26351408388005,4,RED,0.1,True,False,214
0,Rest Period,27.116270852273583,2,GREEN,5.0,False,False,215
15,HMI Supervision,36.770853898884454,2,ORANGE,2.0,False,False,215
30,Material Delivery,51.25698404221108,3,RED,0.1,True,False,215
45,Packaging Preparation,67.3372290735719,4,RED,0.1,True,False,215
0,Rest Period,28.869462403410708,2,GREEN,5.0,False,False,216
15,HMI Supervision,38.5300321811918,2,ORANGE,2.0,False,False,216
30,Material Delivery,52.55547786550531,3,RED,0.1,True,False,216
45,Packaging Preparation,67.42005817484134,4,RED,0.1,True,False,216
0,Rest Period,27.918937933423653,2,GREEN,5.0,False,False,217
15,HMI Supervision,37.703134228687006,2,ORANGE,2.0,False,False,217
30,Material Delivery,52.56696495731859,3,RED,0.1,True,False,217
45,Packaging Preparation,69.48143366590729,4,RED,0.1,True,False,217
0,Rest Period,27.831161935249177,2,GREEN,5.0,False,False,218
15,HMI Supervision,36.91473841166352,2,ORANGE,2.0,False,False,218
30,Material Delivery,51.590947018174276,3,RED,0.1,True,False,218
45,Packaging Preparation,67.7542925401371,4,RED,0.1,True,False,218
0,Rest Period,26.776635221820563,2,GREEN,5.0,False,False,219
15,HMI Supervision,37.78314146918977,2,ORANGE,2.0,False,False,219
30,Material Delivery,53.01536030684546,3,RED,0.1,True,False,219
45,Packaging Preparation,67.81261350460025,4,RED,0.1,True,False,219
0,Rest Period,27.930924843201495,2,GREEN,5.0,False,False,220
15,HMI Supervision,37.17307083057783,2,ORANGE,2.0,False,False,220
30,Material Delivery,50.146706605074044,3,RED,0.1,True,False,220
45,Packaging Preparation,66.95862282348888,4,RED,0.1,True,False,220
0,Rest Period,27.72606842423046,2,GREEN,5.0,False,False,221
15,HMI Supervision,37.69455642872649,2,ORANGE,2.0,False,False,221
30,Material Delivery,52.73847271086974,3,RED,0.1,True,False,221
45,Packaging Preparation,69.70943258074924,4,RED,0.1,True,False,221
0,Rest Period,28.54103158288588,2,GREEN,5.0,False,False,222
15,HMI Supervision,38.09791953319844,2,ORANGE,2.0,False,False,222
30,Material Delivery,50.76012904680333,3,RED,0.1,True,False,222
45,Packaging Preparation,66.68647170824872,4,RED,0.1,True,False,222
0,Rest Period,28.46591373695709,2,GREEN,5.0,False,False,223
15,HMI Supervision,38.79061979811318,2,ORANGE,2.0,False,False,223
30,Material Delivery,51.5315789912775,3,RED,0.1,True,False,223
45,Packaging Preparation,66.4586214839002,4,RED,0.1,True,False,223
0,Rest Period,28.08189921332108,2,GREEN,5.0,False,False,224
15,HMI Supervision,37.21066174353187,2,ORANGE,2.0,False,False,224
30,Material Delivery,51.764203996226755,3,RED,0.1,True,False,224
45,Packaging Preparation,66.43793809235324,4,RED,0.1,True,False,224
0,Rest Period,29.241468649561646,2,GREEN,5.0,False,False,225
15,HMI Supervision,38.99650398065079,2,ORANGE,2.0,False,False,225
30,Material Delivery,52.52717599164171,3,RED,0.1,True,False,225
45,Packaging Preparation,69.09517565317775,4,RED,0.1,True,False,225
0,Rest Period,27.199425365221963,2,GREEN,5.0,False,False,226
15,HMI Supervision,37.57163383182166,2,ORANGE,2.0,False,False,226
30,Material Delivery,50.86611336684842,3,RED,0.1,True,False,226
45,Packaging Preparation,65.57488441944776,4,RED,0.1,True,False,226
0,Rest Period,27.516110869216067,2,GREEN,5.0,False,False,227
15,HMI Supervision,37.81668464261314,2,ORANGE,2.0,False,False,227
30,Material Delivery,50.94555210413874,3,RED,0.1,True,False,227
45,Packaging Preparation,67.36474373154351,4,RED,0.1,True,False,227
0,Rest Period,28.42559010174235,2,GREEN,5.0,False,False,228
15,HMI Supervision,37.55491206083994,2,ORANGE,2.0,False,False,228
30,Material Delivery,52.33832465555621,3,RED,0.1,True,False,228
45,Packaging Preparation,69.92902941279812,4,RED,0.1,True,False,228
0,Rest Period,28.265123137920913,2,GREEN,5.0,False,False,229
15,HMI Supervision,38.94178041198209,2,ORANGE,2.0,False,False,229
30,Material Delivery,51.85416754434379,3,RED,0.1,True,False,229
45,Packaging Preparation,69.2783160297904,4,RED,0.1,True,False,229
0,Rest Period,27.71635593221591,2,GREEN,5.0,False,False,230
15,HMI Supervision,37.64455996150176,2,ORANGE,2.0,False,False,230
30,Material Delivery,52.8307415488095,3,RED,0.1,True,False,230
45,Packaging Preparation,67.66576096673545,4,RED,0.1,True,False,230
0,Rest Period,29.05987398954619,2,GREEN,5.0,False,False,231
15,HMI Supervision,38.67954663591691,2,ORANGE,2.0,False,False,231
30,Material Delivery,53.6377689257709,3,RED,0.1,True,False,231
45,Packaging Preparation,71.03252309875387,4,RED,0.1,True,False,231
0,Rest Period,28.715659434027785,2,GREEN,5.0,False,False,232
15,HMI Supervision,39.45307652533681,2,ORANGE,2.0,False,False,232
30,Material Delivery,54.174364901071044,3,RED,0.1,True,False,232
45,Packaging Preparation,69.1889112510688,4,RED,0.1,True,False,232
0,Rest Period,29.314988020158967,2,GREEN,5.0,False,False,233
15,HMI Supervision,38.44676722911096,2,ORANGE,2.0,False,False,233
30,Material Delivery,51.369290507049186,3,RED,0.1,True,False,233
45,Packaging Preparation,68.43938141588998,4,RED,0.1,True,False,233
0,Rest Period,28.065275528604275,2,GREEN,5.0,False,False,234
15,HMI Supervision,38.58320663358444,2,ORANGE,2.0,False,False,234
30,Material Delivery,52.78527668996442,3,RED,0.1,True,False,234
45,Packaging Preparation,68.18540721869783,4,RED,0.1,True,False,234
0,Rest Period,28.542990638350737,2,GREEN,5.0,False,False,235
15,HMI Supervision,38.86693625984903,2,ORANGE,2.0,False,False,235
30,Material Delivery,51.86853612137229,3,RED,0.1,True,False,235
45,Packaging Preparation,66.34349062101725,4,RED,0.1,True,False,235
0,Rest Period,28.641065076444942,2,GREEN,5.0,False,False,236
15,HMI Supervision,37.88541305661525,2,ORANGE,2.0,False,False,236
30,Material Delivery,52.672611059285906,3,RED,0.1,True,False,236
45,Packaging Preparation,68.89943374654625,4,RED,0.1,True,False,236
0,Rest Period,28.35272202517907,2,GREEN,5.0,False,False,237
15,HMI Supervision,38.1120450082374,2,ORANGE,2.0,False,False,237
30,Material Delivery,52.21333698266573,3,RED,0.1,True,False,237
45,Packaging Preparation,69.10111732235592,4,RED,0.1,True,False,237
0,Rest Period,28.691365172928517,2,GREEN,5.0,False,False,238
15,HMI Supervision,39.66209286796847,2,ORANGE,2.0,False,False,238
30,Material Delivery,53.12923207755171,3,RED,0.1,True,False,238
45,Packaging Preparation,68.5552216092753,4,RED,0.1,True,False,238
0,Rest Period,29.345432621207117,2,GREEN,5.0,False,False,239
15,HMI Supervision,39.29213998942575,2,ORANGE,2.0,False,False,239
30,Material Delivery,54.31962621692331,3,RED,0.1,True,False,239
45,Packaging Preparation,70.02142370807414,4,RED,0.1,True,False,239
0,Rest Period,28.560563362356667,2,GREEN,5.0,False,False,240
15,HMI Supervision,38.85093793065095,2,ORANGE,2.0,False,False,240
30,Material Delivery,53.621748484914015,3,RED,0.1,True,False,240
45,Packaging Preparation,69.95487776181835,4,RED,0.1,True,False,240
0,Rest Period,28.42146962261264,2,GREEN,5.0,False,False,241
15,HMI Supervision,38.63223703534319,2,ORANGE,2.0,False,False,241
30,Material Delivery,52.7514786987643,3,RED,0.1,True,False,241
45,Packaging Preparation,69.36794077726093,4,RED,0.1,True,False,241
0,Rest Period,27.44923207953464,2,GREEN,5.0,False,False,242
15,HMI Supervision,37.49572600088418,2,ORANGE,2.0,False,False,242
30,Material Delivery,50.21408309347488,3,RED,0.1,True,False,242
45,Packaging Preparation,67.1786023900027,4,RED,0.1,True,False,242
0,Rest Period,28.80328505779498,2,GREEN,5.0,False,False,243
15,HMI Supervision,38.73308504368552,2,ORANGE,2.0,False,False,243
30,Material Delivery,52.2037428262555,3,RED,0.1,True,False,243
45,Packaging Preparation,66.93315020552707,4,RED,0.1,True,False,243
0,Rest Period,28.306368017506358,2,GREEN,5.0,False,False,244
15,HMI Supervision,39.35804651540619,2,ORANGE,2.0,False,False,244
30,Material Delivery,53.70580342210937,3,RED,0.1,True,False,244
45,Packaging Preparation,70.1929327628228,4,RED,0.1,True,False,244
0,Rest Period,27.05385745831004,2,GREEN,5.0,False,False,245
15,HMI Supervision,37.78686005243763,2,ORANGE,2.0,False,False,245
30,Material Delivery,51.937383689161486,3,RED,0.1,True,False,245
45,Packaging Preparation,66.97455246172046,4,RED,0.1,True,False,245
0,Rest Period,27.618074463616445,2,GREEN,5.0,False,False,246
15,HMI Supervision,36.71169990903807,2,ORANGE,2.0,False,False,246
30,Material Delivery,50.028567468862214,3,RED,0.1,True,False,246
45,Packaging Preparation,65.43247656008218,4,RED,0.1,True,False,246
0,Rest Period,27.42176454063967,2,GREEN,5.0,False,False,247
15,HMI Supervision,38.22095234411372,2,ORANGE,2.0,False,False,247
30,Material Delivery,51.295175299904834,3,RED,0.1,True,False,247
45,Packaging Preparation,67.21095520633347,4,RED,0.1,True,False,247
0,Rest Period,27.093382728005615,2,GREEN,5.0,False,False,248
15,HMI Supervision,37.60154073502289,2,ORANGE,2.0,False,False,248
30,Material Delivery,51.37535419531924,3,RED,0.1,True,False,248
45,Packaging Preparation,68.2776506010807,4,RED,0.1,True,False,248
0,Rest Period,28.337687640136643,2,GREEN,5.0,False,False,249
15,HMI Supervision,38.89295156305502,2,ORANGE,2.0,False,False,249
30,Material Delivery,54.11690635587787,3,RED,0.1,True,False,249
45,Packaging Preparation,68.7450520107734,4,RED,0.1,True,False,249
0,Rest Period,27.428051834550715,2,GREEN,5.0,False,False,250
15,HMI Supervision,38.294623541397996,2,ORANGE,2.0,False,False,250
30,Material Delivery,51.608363277296874,3,RED,0.1,True,False,250
45,Packaging Preparation,67.4970281715631,4,RED,0.1,True,False,250
0,Rest Period,26.915605671243046,2,GREEN,5.0,False,False,251
15,HMI Supervision,36.028169007611446,2,ORANGE,2.0,False,False,251
30,Material Delivery,51.11212950244235,3,RED,0.1,True,False,251
45,Packaging Preparation,67.2661998925458,4,RED,0.1,True,False,251
0,Rest Period,27.65156608153558,2,GREEN,5.0,False,False,252
15,HMI Supervision,36.74043110905431,2,ORANGE,2.0,False,False,252
30,Material Delivery,51.98330158051012,3,RED,0.1,True,False,252
45,Packaging Preparation,69.43550168363635,4,RED,0.1,True,False,252
0,Rest Period,27.83805056278356,2,GREEN,5.0,False,False,253
15,HMI Supervision,38.35200070239483,2,ORANGE,2.0,False,False,253
30,Material Delivery,51.62271957661429,3,RED,0.1,True,False,253
45,Packaging Preparation,66.70361297777305,4,RED,0.1,True,False,253
0,Rest Period,27.955863790256558,2,GREEN,5.0,False,False,254
15,HMI Supervision,38.22400360837646,2,ORANGE,2.0,False,False,254
30,Material Delivery,51.097330848213794,3,RED,0.1,True,False,254
45,Packaging Preparation,66.26559819335726,4,RED,0.1,True,False,254
0,Rest Period,28.965107910965372,2,GREEN,5.0,False,False,255
15,HMI Supervision,39.06212364282785,2,ORANGE,2.0,False,False,255
30,Material Delivery,54.01691338727277,3,RED,0.1,True,False,255
45,Packaging Preparation,68.67912882897178,4,RED,0.1,True,False,255
0,Rest Period,28.163634747264304,2,GREEN,5.0,False,False,256
15,HMI Supervision,38.129819036736905,2,ORANGE,2.0,False,False,256
30,Material Delivery,51.14733000379245,3,RED,0.1,True,False,256
45,Packaging Preparation,68.32075094624537,4,RED,0.1,True,False,256
0,Rest Period,27.951591414211585,2,GREEN,5.0,False,False,257
15,HMI Supervision,38.305048083185,2,ORANGE,2.0,False,False,257
30,Material Delivery,51.03379004859546,3,RED,0.1,True,False,257
45,Packaging Preparation,68.06734565991289,4,RED,0.1,True,False,257
0,Rest Period,26.88060666741664,2,GREEN,5.0,False,False,258
15,HMI Supervision,36.33034786950995,2,ORANGE,2.0,False,False,258
30,Material Delivery,49.34487859558605,3,RED,0.1,True,False,258
45,Packaging Preparation,66.21905092884657,4,RED,0.1,True,False,258
0,Rest Period,27.27974012553336,2,GREEN,5.0,False,False,259
15,HMI Supervision,38.09269965398593,2,ORANGE,2.0,False,False,259
30,Material Delivery,51.313941083740424,3,RED,0.1,True,False,259
45,Packaging Preparation,68.92075787995263,4,RED,0.1,True,False,259
0,Rest Period,26.81590696939871,2,GREEN,5.0,False,False,260
15,HMI Supervision,36.7934090367915,2,ORANGE,2.0,False,False,260
30,Material Delivery,50.85138705307958,3,RED,0.1,True,False,260
45,Packaging Preparation,65.63495762994036,4,RED,0.1,True,False,260
0,Rest Period,28.89068924916659,2,GREEN,5.0,False,False,261
15,HMI Supervision,39.4946690695265,2,ORANGE,2.0,False,False,261
30,Material Delivery,52.618177490492755,3,RED,0.1,True,False,261
45,Packaging Preparation,67.98489033594424,4,RED,0.1,True,False,261
0,Rest Period,28.252518684949823,2,GREEN,5.0,False,False,262
15,HMI Supervision,38.90132614577777,2,ORANGE,2.0,False,False,262
30,Material Delivery,54.00942743663342,3,RED,0.1,True,False,262
45,Packaging Preparation,68.9614624179349,4,RED,0.1,True,False,262
0,Rest Period,28.815412124643842,2,GREEN,5.0,False,False,263
15,HMI Supervision,39.583342431211335,2,ORANGE,2.0,False,False,263
30,Material Delivery,52.91090595099542,3,RED,0.1,True,False,263
45,Packaging Preparation,67.80758995603193,4,RED,0.1,True,False,263
0,Rest Period,27.22582683041125,2,GREEN,5.0,False,False,264
15,HMI Supervision,37.58595486058442,2,ORANGE,2.0,False,False,264
30,Material Delivery,51.36945719783212,3,RED,0.1,True,False,264
45,Packaging Preparation,66.08237691064804,4,RED,0.1,True,False,264
0,Rest Period,28.84240522750241,2,GREEN,5.0,False,False,265
15,HMI Supervision,39.831329724173344,2,ORANGE,2.0,False,False,265
30,Material Delivery,55.131997514285175,3,RED,0.1,True,False,265
45,Packaging Preparation,71.61429230143032,4,RED,0.1,True,False,265
0,Rest Period,29.046831449175123,2,GREEN,5.0,False,False,266
15,HMI Supervision,38.417920594797906,2,ORANGE,2.0,False,False,266
30,Material Delivery,52.534638952148995,3,RED,0.1,True,False,266
45,Packaging Preparation,69.28876407995399,4,RED,0.1,True,False,266
0,Rest Period,26.952251185918307,2,GREEN,5.0,False,False,267
15,HMI Supervision,36.373949193554445,2,ORANGE,2.0,False,False,267
30,Material Delivery,51.214136397228465,3,RED,0.1,True,False,267
45,Packaging Preparation,67.9390157808093,4,RED,0.1,True,False,267
0,Rest Period,27.974748216214646,2,GREEN,5.0,False,False,268
15,HMI Supervision,37.942871262532805,2,ORANGE,2.0,False,False,268
30,Material Delivery,51.87672399036114,3,RED,0.1,True,False,268
45,Packaging Preparation,67.39774182242164,4,RED,0.1,True,False,268
0,Rest Period,28.60335659306334,2,GREEN,5.0,False,False,269
15,HMI Supervision,37.85063792489564,2,ORANGE,2.0,False,False,269
30,Material Delivery,50.801739776328816,3,RED,0.1,True,False,269
45,Packaging Preparation,66.6923664186152,4,RED,0.1,True,False,269
0,Rest Period,28.44449519654117,2,GREEN,5.0,False,False,270
15,HMI Supervision,38.197768839226576,2,ORANGE,2.0,False,False,270
30,Material Delivery,52.067660036267455,3,RED,0.1,True,False,270
45,Packaging Preparation,68.54825630019677,4,RED,0.1,True,False,270
0,Rest Period,28.509823437016884,2,GREEN,5.0,False,False,271
15,HMI Supervision,38.934341102355944,2,ORANGE,2.0,False,False,271
30,Material Delivery,51.97726031207687,3,RED,0.1,True,False,271
45,Packaging Preparation,67.15150669012236,4,RED,0.1,True,False,271
0,Rest Period,27.473910590866012,2,GREEN,5.0,False,False,272
15,HMI Supervision,37.914153243620774,2,ORANGE,2.0,False,False,272
30,Material Delivery,51.32097003160466,3,RED,0.1,True,False,272
45,Packaging Preparation,65.87250785975004,4,RED,0.1,True,False,272
0,Rest Period,28.449754883286648,2,GREEN,5.0,False,False,273
15,HMI Supervision,39.24587589263538,2,ORANGE,2.0,False,False,273
30,Material Delivery,54.000643980312084,3,RED,0.1,True,False,273
45,Packaging Preparation,69.28116479309895,4,RED,0.1,True,False,273
0,Rest Period,28.49561133407423,2,GREEN,5.0,False,False,274
15,HMI Supervision,37.76370016719333,2,ORANGE,2.0,False,False,274
30,Material Delivery,51.603099743846705,3,RED,0.1,True,False,274
45,Packaging Preparation,67.8028405306495,4,RED,0.1,True,False,274
0,Rest Period,29.29444885741282,2,GREEN,5.0,False,False,275
15,HMI Supervision,39.18877119831983,2,ORANGE,2.0,False,False,275
30,Material Delivery,53.80810369525956,3,RED,0.1,True,False,275
45,Packaging Preparation,69.15202352311664,4,RED,0.1,True,False,275
0,Rest Period,27.507689581505552,2,GREEN,5.0,False,False,276
15,HMI Supervision,38.06815300773509,2,ORANGE,2.0,False,False,276
30,Material Delivery,50.67339129786036,3,RED,0.1,True,False,276
45,Packaging Preparation,67.4510051824061,4,RED,0.1,True,False,276
0,Rest Period,28.90972007528159,2,GREEN,5.0,False,False,277
15,HMI Supervision,39.708955292809506,2,ORANGE,2.0,False,False,277
30,Material Delivery,54.22723916992513,3,RED,0.1,True,False,277
45,Packaging Preparation,68.98211481925249,4,RED,0.1,True,False,277
0,Rest Period,26.777374534683794,2,GREEN,5.0,False,False,278
15,HMI Supervision,36.42791770881139,2,ORANGE,2.0,False,False,278
30,Material Delivery,49.812211192318436,3,RED,0.1,True,False,278
45,Packaging Preparation,66.64286136024688,4,RED,0.1,True,False,278
0,Rest Period,29.10155593745109,2,GREEN,5.0,False,False,279
15,HMI Supervision,39.48884335073617,2,ORANGE,2.0,False,False,279
30,Material Delivery,54.5333673205458,3,RED,0.1,True,False,279
45,Packaging Preparation,69.23185833117836,4,RED,0.1,True,False,279
0,Rest Period,28.818849307407497,2,GREEN,5.0,False,False,280
15,HMI Supervision,39.03529104592531,2,ORANGE,2.0,False,False,280
30,Material Delivery,53.97768314773205,3,RED,0.1,True,False,280
45,Packaging Preparation,68.62697046654218,4,RED,0.1,True,False,280
0,Rest Period,28.308333906342522,2,GREEN,5.0,False,False,281
15,HMI Supervision,37.54198704883747,2,ORANGE,2.0,False,False,281
30,Material Delivery,51.96405578243471,3,RED,0.1,True,False,281
45,Packaging Preparation,69.23057805234079,4,RED,0.1,True,False,281
0,Rest Period,28.095534978080657,2,GREEN,5.0,False,False,282
15,HMI Supervision,37.777597619540806,2,ORANGE,2.0,False,False,282
30,Material Delivery,52.49172185902794,3,RED,0.1,True,False,282
45,Packaging Preparation,69.801721619783,4,RED,0.1,True,False,282
0,Rest Period,28.32950380045595,2,GREEN,5.0,False,False,283
15,HMI Supervision,38.56381509669166,2,ORANGE,2.0,False,False,283
30,Material Delivery,51.78125447345737,3,RED,0.1,True,False,283
45,Packaging Preparation,66.56081609047217,4,RED,0.1,True,False,283
0,Rest Period,28.0178110491015,2,GREEN,5.0,False,False,284
15,HMI Supervision,38.97337846479977,2,ORANGE,2.0,False,False,284
30,Material Delivery,53.603005490932375,3,RED,0.1,True,False,284
45,Packaging Preparation,70.0834794316504,4,RED,0.1,True,False,284
0,Rest Period,27.40896202599722,2,GREEN,5.0,False,False,285
15,HMI Supervision,37.40367366956031,2,ORANGE,2.0,False,False,285
30,Material Delivery,50.34934090173407,3,RED,0.1,True,False,285
45,Packaging Preparation,67.91296083952645,4,RED,0.1,True,False,285
0,Rest Period,28.003127161672538,2,GREEN,5.0,False,False,286
15,HMI Supervision,38.27579510453483,2,ORANGE,2.0,False,False,286
30,Material Delivery,51.40830439837804,3,RED,0.1,True,False,286
45,Packaging Preparation,65.87097801368299,4,RED,0.1,True,False,286
0,Rest Period,27.31676959175585,2,GREEN,5.0,False,False,287
15,HMI Supervision,36.57890135755854,2,ORANGE,2.0,False,False,287
30,Material Delivery,51.373115403586226,3,RED,0.1,True,False,287
45,Packaging Preparation,67.46377880390632,4,RED,0.1,True,False,287
0,Rest Period,29.176877207719652,2,GREEN,5.0,False,False,288
15,HMI Supervision,38.39693366897915,2,ORANGE,2.0,False,False,288
30,Material Delivery,51.26954278677887,3,RED,0.1,True,False,288
45,Packaging Preparation,67.34333511006304,4,RED,0.1,True,False,288
0,Rest Period,28.03315657468771,2,GREEN,5.0,False,False,289
15,HMI Supervision,39.07371842107584,2,ORANGE,2.0,False,False,289
30,Material Delivery,52.395219377275296,3,RED,0.1,True,False,289
